"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"bdd8de2f-cbf7-4b04-8f5b-bdcfb5e4d395","house of lords",133483
"bde5bf6f-6cb1-4edf-b7c5-55820d0d9317","",30937
"bde5bf6f-6cb1-4edf-b7c5-55820d0d9317","andreas scheuer",52994
"bde5bf6f-6cb1-4edf-b7c5-55820d0d9317","maut",52994
"bde778a4-056b-4a72-96c6-20ed09f2a7be","",214392
"bde778a4-056b-4a72-96c6-20ed09f2a7be","donald trump",374847
"bde778a4-056b-4a72-96c6-20ed09f2a7be","michelle obama",374847
"bde778a4-056b-4a72-96c6-20ed09f2a7be","us-präsidentschaftswahl 2020",374847
"bdf72e90-a8ea-442f-8652-d25893650a3b","",15441
"bdf72e90-a8ea-442f-8652-d25893650a3b","coronavirus: arbeit und wirtschaft",23488
"bdf72e90-a8ea-442f-8652-d25893650a3b","steuererklärung",23488
"bdf72e90-a8ea-442f-8652-d25893650a3b","steuern",23488
"bdf8f686-0b9e-439f-b1eb-e471776e91af","",26777
"bdf8f686-0b9e-439f-b1eb-e471776e91af","bildung",77635
"bdf8f686-0b9e-439f-b1eb-e471776e91af","coronavirus",77635
"bdf8f686-0b9e-439f-b1eb-e471776e91af","erkältung",77635
"bdf8f686-0b9e-439f-b1eb-e471776e91af","kita",77635
"bdfe7112-b3ab-492f-a35f-dada8b3fa896","",9258
"bdfe7112-b3ab-492f-a35f-dada8b3fa896","facebook",19172
"bdfe7112-b3ab-492f-a35f-dada8b3fa896","ralf stegner",19172
"bdfe7112-b3ab-492f-a35f-dada8b3fa896","soziale netzwerke",19172
"be2f858f-aefc-4f51-be7b-dc3dcc5f9eb3","",4016
"be2f858f-aefc-4f51-be7b-dc3dcc5f9eb3","brasilien",7161
"be2f858f-aefc-4f51-be7b-dc3dcc5f9eb3","waldbrände im amazonas",7161
"be2f858f-aefc-4f51-be7b-dc3dcc5f9eb3","wirtschaft in brasilien",7161
"be3c6ef0-c618-43e1-bdef-92b232b208b6","",30389
"be3c6ef0-c618-43e1-bdef-92b232b208b6","autodesign",55368
"be3c6ef0-c618-43e1-bdef-92b232b208b6","schönes ding - die skurrilsten auto-designstudien",55368
"be4097b5-e4dc-47b4-83ce-17e65366c4a6","",95340
"be4097b5-e4dc-47b4-83ce-17e65366c4a6","bayern",155586
"be4097b5-e4dc-47b4-83ce-17e65366c4a6","deutsche bahn",155586
"be4097b5-e4dc-47b4-83ce-17e65366c4a6","gewalt in bus und bahn",155586
"be439e5f-2e9a-4f6d-a7bd-da369135f244","",17454
"be439e5f-2e9a-4f6d-a7bd-da369135f244","donald trump",25590
"be439e5f-2e9a-4f6d-a7bd-da369135f244","gesichter amerikas",25590
"be439e5f-2e9a-4f6d-a7bd-da369135f244","us-präsidentschaftswahl 2020",25590
"be57e55a-ce23-44aa-86e0-b2b802d4f143","",19505
"be57e55a-ce23-44aa-86e0-b2b802d4f143","kriegsende",35918
"be57e55a-ce23-44aa-86e0-b2b802d4f143","mein sommer 1945",35918
"be57e55a-ce23-44aa-86e0-b2b802d4f143","nachkriegszeit",35918
"be57e55a-ce23-44aa-86e0-b2b802d4f143","nationalsozialismus",35918
"be57e55a-ce23-44aa-86e0-b2b802d4f143","zeitzeugen der nachkriegszeit",35918
"be57e55a-ce23-44aa-86e0-b2b802d4f143","zweiter weltkrieg",35918
"be5fac2c-385c-4aef-b0af-2adf3338d1ed","",44814
"be6c725f-d1a0-4cd3-9a30-3e6e432c164d","",124052
"be6c725f-d1a0-4cd3-9a30-3e6e432c164d","leben",244816
"be6c725f-d1a0-4cd3-9a30-3e6e432c164d","sexualität",244816
"be959da2-2ace-433a-b69c-eaa23a51c701","",82492
"be959da2-2ace-433a-b69c-eaa23a51c701","coronavirus: arbeit und wirtschaft",202210
"be959da2-2ace-433a-b69c-eaa23a51c701","gastronomie",202210
"be959da2-2ace-433a-b69c-eaa23a51c701","mcdonald's",202210
"be98ccf3-c555-4b27-9020-be8de9aaf9f4","",26250
"be98ccf3-c555-4b27-9020-be8de9aaf9f4","fußball-bundesliga",52008
"beae8fb5-e0bc-4ea0-a9ba-4ba67ba5eb7b","",44173
"beae8fb5-e0bc-4ea0-a9ba-4ba67ba5eb7b","israel",83660
"beae8fb5-e0bc-4ea0-a9ba-4ba67ba5eb7b","katastrophe in beirut",793
"beae8fb5-e0bc-4ea0-a9ba-4ba67ba5eb7b","libanon",83660
"beb6cc54-3e20-4cd2-b181-feea02a11b98","",56726
"becd88c1-5586-42f7-9ea2-adeadab51655","",4559
"becd88c1-5586-42f7-9ea2-adeadab51655","hongkong",14169
"becd88c1-5586-42f7-9ea2-adeadab51655","proteste in hongkong",14169
"becd88c1-5586-42f7-9ea2-adeadab51655","umfragen",14169
"becd88c1-5586-42f7-9ea2-adeadab51655","volksrepublik china",14169
"bed7a531-ee33-4d32-9474-a100ee8d8221","",35765
"bed7a531-ee33-4d32-9474-a100ee8d8221","altes Ã„gypten",1
"bed7a531-ee33-4d32-9474-a100ee8d8221","altes Ägypten",62006
"bed7a531-ee33-4d32-9474-a100ee8d8221","satellitenbild der woche",62006
"bee598dc-a080-4f5b-9eb9-70cb7d80f05a","",8320
"bee598dc-a080-4f5b-9eb9-70cb7d80f05a","auswärtiges amt",16174
"bee598dc-a080-4f5b-9eb9-70cb7d80f05a","belgien",16174
"bee598dc-a080-4f5b-9eb9-70cb7d80f05a","brüssel",16174
"bee598dc-a080-4f5b-9eb9-70cb7d80f05a","coronavirus",16174
"bf088c03-ec5b-4810-b8df-34f4e4292b41","",6345
"bf088c03-ec5b-4810-b8df-34f4e4292b41","heiko maas",22949
"bf088c03-ec5b-4810-b8df-34f4e4292b41","katastrophe in beirut",22949
"bf088c03-ec5b-4810-b8df-34f4e4292b41","libanon",22949
"bf0ca24b-2151-4c10-a101-c372d4bfeaf4","",8472
"bf0ca24b-2151-4c10-a101-c372d4bfeaf4","fc st. pauli",15618
"bf0e0b8b-2d97-4f67-8207-00ae5d5fc8ee","",42382
"bf0e0b8b-2d97-4f67-8207-00ae5d5fc8ee","düsseldorf",102356
"bf0e0b8b-2d97-4f67-8207-00ae5d5fc8ee","hip-hop",102356
"bf0f2e63-0f05-4d55-814a-fdff14e1bd45","",32034
"bf0f2e63-0f05-4d55-814a-fdff14e1bd45","coronavirus",55764
"bf0f2e63-0f05-4d55-814a-fdff14e1bd45","coronavirus: medizin",55764
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","",10754
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","2. fußball-bundesliga",23114
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","bayer leverkusen",23049
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","bayern münchen",23049
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","fußball-bundesliga",23114
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","hannover",23049
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","kai havertz",23049
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","neven subotic",23114
"bf17a6bf-9d22-4fb7-bf5b-c47b757d335b","union berlin",23114
"bf1bca7d-ad24-414f-ad8d-3291ff709843","",8506
"bf1bca7d-ad24-414f-ad8d-3291ff709843","europäischer gerichtshof",19859
"bf1bca7d-ad24-414f-ad8d-3291ff709843","polen",19859
"bf2063f8-a8c7-491a-80ed-92e2925df404","",12331
"bf2063f8-a8c7-491a-80ed-92e2925df404","1. fc heidenheim",43665
"bf2063f8-a8c7-491a-80ed-92e2925df404","fußball-bundesliga",43665
"bf2063f8-a8c7-491a-80ed-92e2925df404","werder bremen",43665
"bf2d2fd3-3839-48ce-92fb-fa96fcd70745","",27047
"bf2d2fd3-3839-48ce-92fb-fa96fcd70745","die linke",71209
"bf2d2fd3-3839-48ce-92fb-fa96fcd70745","gerhard schröder",71209
"bf2d2fd3-3839-48ce-92fb-fa96fcd70745","klaus ernst",71209
"bf2d2fd3-3839-48ce-92fb-fa96fcd70745","ostsee-pipeline",71209
"bf40727d-fe6f-418c-869f-87d9553445a4","",15948
"bf40727d-fe6f-418c-869f-87d9553445a4","hochwasser",25418
"bf40727d-fe6f-418c-869f-87d9553445a4","volksrepublik china",25418
"bf4a020d-b941-4657-b2cf-01beca49a8f0","",25494
"bf4a020d-b941-4657-b2cf-01beca49a8f0","corona-news-update",255
"bf4a020d-b941-4657-b2cf-01beca49a8f0","coronavirus",227728
"bf4a020d-b941-4657-b2cf-01beca49a8f0","coronavirus: arbeit und wirtschaft",227728
"bf4a020d-b941-4657-b2cf-01beca49a8f0","coronavirus: medizin",227728
"bf4a020d-b941-4657-b2cf-01beca49a8f0","coronavirus: reisen",227728
"bf4b0c68-a24f-4f5d-9438-8406fe7432e1","",5872
"bf4b0c68-a24f-4f5d-9438-8406fe7432e1","hongkong",10942
"bf4b0c68-a24f-4f5d-9438-8406fe7432e1","proteste in hongkong",10942
"bf4b0c68-a24f-4f5d-9438-8406fe7432e1","volksrepublik china",10942
"bf4fed54-3aed-4a2c-9f5e-0c7d945a60de","",253811
"bf4fed54-3aed-4a2c-9f5e-0c7d945a60de","arbeitsmarkt",762034
"bf4fed54-3aed-4a2c-9f5e-0c7d945a60de","einkommen",762034
"bf4fed54-3aed-4a2c-9f5e-0c7d945a60de","löhne und gehälter",762034
"bf572be1-da68-4ad7-a632-0c691d87b018","",82187
"bf572be1-da68-4ad7-a632-0c691d87b018","neue filme und serien",177913
"bf572be1-da68-4ad7-a632-0c691d87b018","tom hanks",177913
"bf5f7996-4d96-498d-84de-09646d918f6f","",16133
"bf5f7996-4d96-498d-84de-09646d918f6f","cdu",27878
"bf5f7996-4d96-498d-84de-09646d918f6f","csu",27878
"bf5f7996-4d96-498d-84de-09646d918f6f","die kolumnisten",27878
"bf5f7996-4d96-498d-84de-09646d918f6f","die mensch-maschine",27878
"bf5f7996-4d96-498d-84de-09646d918f6f","meinung",27878
"bf5f7996-4d96-498d-84de-09646d918f6f","sascha lobo",27878
"bf63ca5e-b46e-4da2-8eb0-53599fdec392","",2691
"bf63ca5e-b46e-4da2-8eb0-53599fdec392","champions league",6807
"bf63ca5e-b46e-4da2-8eb0-53599fdec392","vfl wolfsburg",6807
"bf63dea9-f0a8-4893-9e67-c0490d1f8d5b","",36116
"bf63dea9-f0a8-4893-9e67-c0490d1f8d5b","black lives matter",66318
"bf63dea9-f0a8-4893-9e67-c0490d1f8d5b","george floyd",66318
"bf750e9c-b174-4f92-9098-18b4f2da6696","",38591
"bf761e34-0616-46d1-99dd-d4a70d20ee26","",4071
"bf761e34-0616-46d1-99dd-d4a70d20ee26","einzelhandel",9071
"bf761e34-0616-46d1-99dd-d4a70d20ee26","konjunktur",9071
"bf761e34-0616-46d1-99dd-d4a70d20ee26","konsum",9071
"bf761e34-0616-46d1-99dd-d4a70d20ee26","mehrwertsteuer",9071
"bf761e34-0616-46d1-99dd-d4a70d20ee26","wirtschaft in deutschland",9071
"bf946578-6ec7-45fa-9c85-d1c1e81eb076","",10948
"bf946578-6ec7-45fa-9c85-d1c1e81eb076","brandstiftung",26938
"bf946578-6ec7-45fa-9c85-d1c1e81eb076","brände",26938
"bf946578-6ec7-45fa-9c85-d1c1e81eb076","frankreich",26938
"bfa40d13-bb2d-4e82-b5d5-0e195f6b3d9e","",37877
"bfa40d13-bb2d-4e82-b5d5-0e195f6b3d9e","coronavirus",60710
"bfa40d13-bb2d-4e82-b5d5-0e195f6b3d9e","csu",60710
"bfa40d13-bb2d-4e82-b5d5-0e195f6b3d9e","fdp",60710
"bfa40d13-bb2d-4e82-b5d5-0e195f6b3d9e","homeoffice",60710
"bfb86f47-8232-4e2a-8f37-dbe466fa2288","",17782
"bfb86f47-8232-4e2a-8f37-dbe466fa2288","benzin",78508
"bfb86f47-8232-4e2a-8f37-dbe466fa2288","coronavirus: arbeit und wirtschaft",78508
"bfb86f47-8232-4e2a-8f37-dbe466fa2288","erdöl",78508
"bfb95299-0a63-4c06-9ae7-168f94562365","",2848
"bfb95299-0a63-4c06-9ae7-168f94562365","amazonien",18546
"bfb95299-0a63-4c06-9ae7-168f94562365","brasilien",18546
"bfb95299-0a63-4c06-9ae7-168f94562365","coronavirus",18546
"bfb95299-0a63-4c06-9ae7-168f94562365","globale gesellschaft",18546
"bfbff82e-8da4-4df2-8a52-7f2a8cca32d6","",61301
"bfbff82e-8da4-4df2-8a52-7f2a8cca32d6","clemens tönnies",145895
"bfbff82e-8da4-4df2-8a52-7f2a8cca32d6","coronavirus: arbeit und wirtschaft",145895
"bfbff82e-8da4-4df2-8a52-7f2a8cca32d6","nordrhein-westfalen",145895
"bfbff82e-8da4-4df2-8a52-7f2a8cca32d6","tönnies holding",145895
"bfc556a3-5a59-4941-bf14-997165f46458","",12765
"bfc556a3-5a59-4941-bf14-997165f46458","grüner reisen",34072
"bfc556a3-5a59-4941-bf14-997165f46458","italien-reisen",34072
"bfc556a3-5a59-4941-bf14-997165f46458","leben",34072
"bfc556a3-5a59-4941-bf14-997165f46458","outdoor-reisen",34072
"bfc556a3-5a59-4941-bf14-997165f46458","reiseziele",34072
"bfc556a3-5a59-4941-bf14-997165f46458","südtirol",34072
"bfd03c2d-524c-41ad-9b05-e07c53b8e4a3","",70981
"bfd03c2d-524c-41ad-9b05-e07c53b8e4a3","hans-jochen vogel",197246
"bfd03c2d-524c-41ad-9b05-e07c53b8e4a3","spd",197246
"bfd491e0-b7d7-4c81-8d8a-bc26317c91ed","",16225
"bfd491e0-b7d7-4c81-8d8a-bc26317c91ed","bergbau",31594
"bfd491e0-b7d7-4c81-8d8a-bc26317c91ed","myanmar",32313
"bffb50d7-f4bc-4045-a9cb-e164f252d588","",29220
"bffb50d7-f4bc-4045-a9cb-e164f252d588","lebensmittel",187627
"bffb50d7-f4bc-4045-a9cb-e164f252d588","volksrepublik china",187627
"bffb50d7-f4bc-4045-a9cb-e164f252d588","wirtschaft in china",187627
"c029a30e-1c40-41c0-b1d6-906e214f4a8e","",694
"c029a30e-1c40-41c0-b1d6-906e214f4a8e","organspende",1692
"c02d1a33-227a-43f2-abe8-5222dc678d38","",62336
"c02d1a33-227a-43f2-abe8-5222dc678d38","armin laschet",261971
"c02d1a33-227a-43f2-abe8-5222dc678d38","flüchtlinge",261971
"c02d1a33-227a-43f2-abe8-5222dc678d38","lesbos",261971
"c035b981-24c3-40d7-821d-dbb135ecd7a7","",17864
"c035b981-24c3-40d7-821d-dbb135ecd7a7","donald trump",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","fernsehen",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","maybrit illner",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","peter altmaier",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","sahra wagenknecht",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","zdf",33753
"c035b981-24c3-40d7-821d-dbb135ecd7a7","Öffentlich-rechtlicher rundfunk",33753
"c03f6478-163e-4114-bccc-86782a649a6e","",47702
"c03f6478-163e-4114-bccc-86782a649a6e","corona-news-update",650
"c03f6478-163e-4114-bccc-86782a649a6e","coronavirus",403675
"c03f6478-163e-4114-bccc-86782a649a6e","coronavirus: arbeit und wirtschaft",403675
"c03f6478-163e-4114-bccc-86782a649a6e","coronavirus: medizin",403675
"c03f6478-163e-4114-bccc-86782a649a6e","coronavirus: reisen",403675
"c055e407-13e5-4d05-9613-bd0459a54857","",2452
"c055e407-13e5-4d05-9613-bd0459a54857","freihandel",4351
"c055e407-13e5-4d05-9613-bd0459a54857","indien",4351
"c055e407-13e5-4d05-9613-bd0459a54857","volksrepublik china",4351
"c055e407-13e5-4d05-9613-bd0459a54857","wto",4351
"c063eb99-e256-4d73-8f12-d5211aa91726","",23605
"c063eb99-e256-4d73-8f12-d5211aa91726","deutsche bahn",32846
"c063eb99-e256-4d73-8f12-d5211aa91726","hamburg",32846
"c063eb99-e256-4d73-8f12-d5211aa91726","niedersachsen",32846
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","",3325
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","bestseller und lesetipps",846
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","buchrezensionen",9077
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","bücher",846
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","bücher, bestseller und lesetipps",8235
"c0762ad6-e49b-4756-a849-75b15e6f1f1f","literatur",9077
"c085f7d9-854b-4c76-ab7a-17dd47edd543","",9053
"c085f7d9-854b-4c76-ab7a-17dd47edd543","coronavirus",17911
"c085f7d9-854b-4c76-ab7a-17dd47edd543","coronavirus: arbeit und wirtschaft",17911
"c085f7d9-854b-4c76-ab7a-17dd47edd543","große koalition 2018",17911
"c085f7d9-854b-4c76-ab7a-17dd47edd543","peter altmaier",17911
"c087bc97-4afc-4d24-86d7-1051493b19b1","",89741
"c087bc97-4afc-4d24-86d7-1051493b19b1","jan ullrich",158020
"c087bc97-4afc-4d24-86d7-1051493b19b1","tour de france",158020
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","",6029
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","arbeitslose",10433
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","arbeitslosengeld i",10433
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","arbeitslosenversicherung",10433
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","arbeitsmarkt",10433
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","bundesagentur für arbeit",10433
"c08e9e2e-99b5-44a6-a2f6-038d0d6b22db","coronavirus: arbeit und wirtschaft",10433
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","",41500
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","handelsstreit mit den usa",75812
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","japan",75812
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","shinzo abe",75812
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","usa",75812
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","volksrepublik china",75812
"c09f6e22-a5a2-4091-9e08-fc9cd002bf76","wirtschaft in japan",75812
"c0a031f4-0568-48e4-b476-de175e5f7212","",23901
"c0a031f4-0568-48e4-b476-de175e5f7212","europäische union",3054
"c0a031f4-0568-48e4-b476-de175e5f7212","volksrepublik china",3054
"c0a0387f-14c0-4808-bd05-ee24f3c39239","",35153
"c0a0387f-14c0-4808-bd05-ee24f3c39239","daimler ag",71344
"c0a0387f-14c0-4808-bd05-ee24f3c39239","daimler-benz",71344
"c0a0387f-14c0-4808-bd05-ee24f3c39239","ola källenius",71344
"c0a8eb33-6b58-40c1-bcba-755fb059ca1a","",15957
"c0a8eb33-6b58-40c1-bcba-755fb059ca1a","frankreich",30318
"c0a8eb33-6b58-40c1-bcba-755fb059ca1a","katholische kirche",30318
"c0b7cda5-65d5-42c3-883a-a75ab4289a03","",30887
"c0b7cda5-65d5-42c3-883a-a75ab4289a03","datenjournalismus",104208
"c0b7cda5-65d5-42c3-883a-a75ab4289a03","versicherungen",104208
"c0c96d6e-16d4-4336-ab70-26f6d6caad30","",17411
"c0c96d6e-16d4-4336-ab70-26f6d6caad30","fußball international",27897
"c0de68c8-43c3-4e9b-85a9-412405642439","",9012
"c0de68c8-43c3-4e9b-85a9-412405642439","banken",23299
"c0de68c8-43c3-4e9b-85a9-412405642439","bundesgerichtshof",23299
"c0de68c8-43c3-4e9b-85a9-412405642439","die kolumnisten",23230
"c0de68c8-43c3-4e9b-85a9-412405642439","meinung",23299
"c0de68c8-43c3-4e9b-85a9-412405642439","tenhagens finanztipps",23299
"c0e0a297-3a5b-4a33-92ad-6f0ed04e0a20","",18004
"c0e0a297-3a5b-4a33-92ad-6f0ed04e0a20","samsung",70233
"c0e0a297-3a5b-4a33-92ad-6f0ed04e0a20","samsung galaxy",70233
"c0e0a297-3a5b-4a33-92ad-6f0ed04e0a20","tablet-pc",70233
"c0e48f20-3c7a-4230-91bb-29810a5cca4a","",53051
"c0e48f20-3c7a-4230-91bb-29810a5cca4a","hessen",160778
"c0eb2c82-4bd1-47d2-a694-5f99fe4ec60e","",21571
"c0eb2c82-4bd1-47d2-a694-5f99fe4ec60e","fc chelsea",46070
"c0eb2c82-4bd1-47d2-a694-5f99fe4ec60e","fc liverpool",46070
"c0eb2c82-4bd1-47d2-a694-5f99fe4ec60e","premier league",46070
"c0f9a7eb-2576-4df7-9d25-f73ecb7e8dd4","",9531
